Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Profile_and_constructor_pages,Chrome 124.0.0.0,,,21-05-2024 10:46:59,21-05-2024 10:50:03,3m - 4.106s,FAILED
,,,,,,,
Test Cases/functional/register,Chrome 124.0.0.0,,,21-05-2024 10:46:59,21-05-2024 10:47:10,10.876s,PASSED
"openBrowser("""")",Chrome 124.0.0.0,,,21-05-2024 10:46:59,21-05-2024 10:47:01,1.811s,PASSED
maximizeWindow(),Chrome 124.0.0.0,,,21-05-2024 10:47:01,21-05-2024 10:47:01,0.143s,PASSED
"navigateToUrl(""https://qr-web-h1fi.onrender.com/"")",Chrome 124.0.0.0,,,21-05-2024 10:47:01,21-05-2024 10:47:04,2.999s,PASSED
"click(findTestObject(""Object Repository/Page_QRWeb/a_Log in""))",Chrome 124.0.0.0,,,21-05-2024 10:47:04,21-05-2024 10:47:05,0.911s,PASSED
"click(findTestObject(""Object Repository/Page_QRWeb/a_Register""))",Chrome 124.0.0.0,,,21-05-2024 10:47:05,21-05-2024 10:47:06,0.508s,PASSED
"setText(findTestObject(""Object Repository/Page_QRWeb/input__username""), ""user7"")",Chrome 124.0.0.0,,,21-05-2024 10:47:06,21-05-2024 10:47:06,0.647s,PASSED
"setText(findTestObject(""Object Repository/Page_QRWeb/input__email""), ""user@gmail.com"")",Chrome 124.0.0.0,,,21-05-2024 10:47:06,21-05-2024 10:47:07,0.641s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_QRWeb/input__password1""), ""RigbBhfdqOALcqUsFYWzlQ=="")",Chrome 124.0.0.0,,,21-05-2024 10:47:07,21-05-2024 10:47:07,0.416s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_QRWeb/input__password2""), ""RigbBhfdqOALcqUsFYWzlQ=="")",Chrome 124.0.0.0,,,21-05-2024 10:47:07,21-05-2024 10:47:08,0.347s,PASSED
"click(findTestObject(""Object Repository/Page_QRWeb/button_Create account""))",Chrome 124.0.0.0,,,21-05-2024 10:47:08,21-05-2024 10:47:10,2.194s,PASSED
,,,,,,,
Test Cases/functional/login,Chrome 124.0.0.0,,,21-05-2024 10:47:10,21-05-2024 10:47:19,8.979s,PASSED
"openBrowser("""")",Chrome 124.0.0.0,,,21-05-2024 10:47:10,21-05-2024 10:47:11,0.921s,PASSED
maximizeWindow(),Chrome 124.0.0.0,,,21-05-2024 10:47:11,21-05-2024 10:47:11,0.125s,PASSED
"navigateToUrl(""https://qr-web-h1fi.onrender.com/"")",Chrome 124.0.0.0,,,21-05-2024 10:47:11,21-05-2024 10:47:14,2.711s,PASSED
"click(findTestObject(""Object Repository/Page_QRWeb/a_Log in""))",Chrome 124.0.0.0,,,21-05-2024 10:47:14,21-05-2024 10:47:14,0.754s,PASSED
"setText(findTestObject(""Object Repository/Page_QRWeb/input__username""), ""user7"")",Chrome 124.0.0.0,,,21-05-2024 10:47:14,21-05-2024 10:47:15,0.637s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_QRWeb/input__password""), ""RigbBhfdqOALcqUsFYWzlQ=="")",Chrome 124.0.0.0,,,21-05-2024 10:47:15,21-05-2024 10:47:15,0.350s,PASSED
"click(findTestObject(""Object Repository/Page_QRWeb/button_Login""))",Chrome 124.0.0.0,,,21-05-2024 10:47:15,21-05-2024 10:47:19,3.411s,PASSED
,,,,,,,
Test Cases/functional/profile_and_constructor_pages,Chrome 124.0.0.0,,,21-05-2024 10:49:27,21-05-2024 10:50:03,36.031s,FAILED
"openBrowser("""")",Chrome 124.0.0.0,,,21-05-2024 10:49:27,21-05-2024 10:49:28,0.901s,PASSED
maximizeWindow(),Chrome 124.0.0.0,,,21-05-2024 10:49:28,21-05-2024 10:49:28,0.125s,PASSED
"navigateToUrl(""https://qr-web-h1fi.onrender.com/"")",Chrome 124.0.0.0,,,21-05-2024 10:49:28,21-05-2024 10:49:30,2.635s,PASSED
"click(findTestObject(""Object Repository/Page_QRWeb/a_Log in""))",Chrome 124.0.0.0,,,21-05-2024 10:49:30,21-05-2024 10:49:31,0.853s,PASSED
"setText(findTestObject(""Object Repository/Page_QRWeb/input__username""), ""user7"")",Chrome 124.0.0.0,,,21-05-2024 10:49:31,21-05-2024 10:49:32,0.608s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_QRWeb/input__password""), ""RigbBhfdqOALcqUsFYWzlQ=="")",Chrome 124.0.0.0,,,21-05-2024 10:49:32,21-05-2024 10:49:32,0.353s,PASSED
"click(findTestObject(""Object Repository/Page_QRWeb/button_Login""))",Chrome 124.0.0.0,,,21-05-2024 10:49:32,21-05-2024 10:49:36,3.930s,PASSED
"click(findTestObject(""Object Repository/Page_QRWeb/a_Create New Page""))",Chrome 124.0.0.0,,,21-05-2024 10:49:36,21-05-2024 10:49:37,0.633s,PASSED
"setText(findTestObject(""Object Repository/Page_QRWeb/input_Sign out_title""), ""Animals"")",Chrome 124.0.0.0,,,21-05-2024 10:49:37,21-05-2024 10:49:38,1.119s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_QRWeb/div_CEO at Nova Solutions_owl-dot""))",Chrome 124.0.0.0,,,21-05-2024 10:49:38,21-05-2024 10:50:03,24.855s,FAILED
